,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate
136202860,3733 S DOMENIC PL,264921.0,132342.0,131724.0,DOMENIC,PL,0.0,0.0,TUC,0.0,2000-02-19,32.1780814489,-110.817068236,0.0,264921.0,1.0,PC DSD GIS,P,S DOMENIC PL,S,DOMEN,DOMENIC PL,3733.0,,E141528,1040208.0,430256.0,TUCSON,85730,POINT (-110.8170682364458 32.1780814489592),20151030528,201502,99900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-13
136203130,8175 E ESCALANTE RD,265358.0,131896.0,131273.0,ESCALANTE,RD,0.0,0.0,TUC,0.0,2000-02-19,32.177687498,-110.817490497,0.0,265358.0,1.0,PC DSD GIS,P,E ESCALANTE RD,E,ESCAL,ESCALANTE RD,8175.0,,E141528,1040079.0,430111.0,TUCSON,85730,POINT (-110.8174904973168 32.1776874981117),20152600313,201507,128000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-17
136203290,8219 E ESCALANTE RD,265330.0,131924.0,131301.0,ESCALANTE,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1776936952,-110.816029989,0.0,265330.0,1.0,PC DSD GIS,P,E ESCALANTE RD,E,ESCAL,ESCALANTE RD,8219.0,,E141528,1040531.0,430118.0,TUCSON,85730,POINT (-110.8160299886839 32.17769369522347),20151660687,201506,70777,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-06-15
13621010B,7400 E GOLF LINKS RD,248511.0,148953.0,148460.0,GOLF LINKS,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1909863185,-110.834609558,0.0,248511.0,1.0,PC DSD GIS,P,E GOLF LINKS RD,E,GOLF,GOLF LINKS RD,7400.0,,E141529,1034733.0,434896.0,TUCSON,85730,POINT (-110.8346095577003 32.1909863185838),20151350199,201505,13650000,Apartment Building,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-05-15
136210220,7461 E MARY PL,252163.0,145249.0,144741.0,MARY,PL,0.0,0.0,TUC,0.0,2000-02-19,32.1881338914,-110.833312804,0.0,252163.0,1.0,PC DSD GIS,P,E MARY PL,E,MARY,MARY PL,7461.0,,E141529,1035145.0,433862.0,TUCSON,85730,POINT (-110.8333128042897 32.18813389151018),20160150220,201512,110000,Single Family,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-01-15
136210360,7465 E TAMARA DR,254603.0,142783.0,142283.0,TAMARA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1864214615,-110.833145618,0.0,254603.0,1.0,PC DSD GIS,P,E TAMARA DR,E,TAMAR,TAMARA DR,7465.0,,E141529,1035203.0,433240.0,TUCSON,85730,POINT (-110.8331456175798 32.1864214615636),20152100442,201506,125000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-29
136210590,7352 E TAMARA DR,252795.0,144610.0,144095.0,TAMARA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1877001568,-110.835275709,0.0,252795.0,1.0,PC DSD GIS,P,E TAMARA DR,E,TAMAR,TAMARA DR,7352.0,,E141529,1034539.0,433698.0,TUCSON,85730,POINT (-110.8352757093229 32.18770015690372),20150270295,201501,96500,Single Family,NonPrimary,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2015-01-27
136210590,7352 E TAMARA DR,252795.0,144610.0,144095.0,TAMARA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1877001568,-110.835275709,0.0,252795.0,1.0,PC DSD GIS,P,E TAMARA DR,E,TAMAR,TAMARA DR,7352.0,,E141529,1034539.0,433698.0,TUCSON,85730,POINT (-110.8352757093229 32.18770015690372),20151530846,201506,170000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-02
13621108A,7420 E BROOKS DR,255930.0,141444.0,140944.0,BROOKS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.185468435,-110.834240107,0.0,255930.0,1.0,PC DSD GIS,P,E BROOKS DR,E,BROOK,BROOKS DR,7420.0,,E141529,1034868.0,432889.0,TUCSON,85730,POINT (-110.8342401073151 32.18546843508944),20151050541,201503,130000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-15
136211230,7321 E BROOKS DR,255420.0,141961.0,141461.0,BROOKS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1858957928,-110.835507341,0.0,255420.0,1.0,PC DSD GIS,P,E BROOKS DR,E,BROOK,BROOKS DR,7321.0,,E141529,1034474.0,433041.0,TUCSON,85730,POINT (-110.8355073406699 32.18589579289701),20150440675,201501,154000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-13
136211250,7301 E BROOKS DR,255426.0,141954.0,141454.0,BROOKS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1858967699,-110.83602368,0.0,255426.0,1.0,PC DSD GIS,P,E BROOKS DR,E,BROOK,BROOKS DR,7301.0,,E141529,1034315.0,433040.0,TUCSON,85730,POINT (-110.8360236797327 32.18589676999765),20152890535,201510,142700,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-16
136211360,7341 E STELLA RD,256713.0,140651.0,140155.0,STELLA,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1848976973,-110.835551865,0.0,256713.0,1.0,PC DSD GIS,P,E STELLA RD,E,STELL,STELLA RD,7341.0,,E141529,1034464.0,432678.0,TUCSON,85730,POINT (-110.8355518647703 32.18489769736117),20153170605,201510,103000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-11-13
136211810,7440 E 39TH ST,250555.0,146882.0,146375.0,39TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1892406959,-110.833284138,0.0,250555.0,1.0,PC DSD GIS,P,E 39TH ST,E,39TH,39TH ST,7440.0,,E141529,1035150.0,434265.0,TUCSON,85730,POINT (-110.8332841376967 32.18924069600671),20153500684,201509,154000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-12-16
136211930,2741 S CALLE CORDOVA,249844.0,147604.0,147092.0,CALLE CORDOVA,,0.0,0.0,TUC,0.0,2000-02-19,32.1897629007,-110.836340427,0.0,249844.0,1.0,PC DSD GIS,P,S CALLE CORDOVA,S,CALLE,CALLE CORDOVA,2741.0,,E141529,1034202.0,434445.0,TUCSON,85730,POINT (-110.836340426793 32.18976290072642),20151490334,201505,60000,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-05-29
136212080,7444 E 38TH ST,249529.0,147920.0,147410.0,38TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1900068483,-110.83333789,0.0,249529.0,1.0,PC DSD GIS,P,E 38TH ST,E,38TH,38TH ST,7444.0,,E141529,1035130.0,434543.0,TUCSON,85730,POINT (-110.8333378901411 32.19000684838191),20152720106,201509,135500,Single Family,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-29
136212230,7331 E 38TH ST,249103.0,148351.0,147848.0,38TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1904241412,-110.835345319,0.0,249103.0,1.0,PC DSD GIS,P,E 38TH ST,E,38TH,38TH ST,7331.0,,E141529,1034508.0,434689.0,TUCSON,85730,POINT (-110.8353453189122 32.19042414127455),20153220362,201510,134000,Single Family,NonPrimary,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-18
136212300,7441 E 38TH ST,249104.0,148350.0,147847.0,38TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1904078514,-110.833492134,0.0,249104.0,1.0,PC DSD GIS,P,E 38TH ST,E,38TH,38TH ST,7441.0,,E141529,1035081.0,434689.0,TUCSON,85730,POINT (-110.8334921338482 32.19040785149675),20150900703,201503,110000,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-03-31
136212530,7141 E EDWARD DR,250835.0,146596.0,146090.0,EDWARD,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1890861957,-110.839199561,0.0,250835.0,1.0,PC DSD GIS,P,E EDWARD DR,E,EDWAR,EDWARD DR,7141.0,,E141529,1033320.0,434190.0,TUCSON,85730,POINT (-110.8391995609186 32.18908619581806),20151770805,201506,83151,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-06-26
136212530,7141 E EDWARD DR,250835.0,146596.0,146090.0,EDWARD,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1890861957,-110.839199561,0.0,250835.0,1.0,PC DSD GIS,P,E EDWARD DR,E,EDWAR,EDWARD DR,7141.0,,E141529,1033320.0,434190.0,TUCSON,85730,POINT (-110.8391995609186 32.18908619581806),20152390470,201508,124000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-27
136213030,7201 E 42ND ST,254338.0,143048.0,142547.0,42ND,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1866495174,-110.838401615,0.0,254338.0,1.0,PC DSD GIS,P,E 42ND ST,E,42ND,42ND ST,7201.0,,E141529,1033576.0,433306.0,TUCSON,85730,POINT (-110.8384016148895 32.18664951742521),20160410134,201512,157700,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-02-10
136213290,7211 E BROOKS DR,255414.0,141966.0,141466.0,BROOKS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1859202233,-110.838117088,0.0,255414.0,1.0,PC DSD GIS,P,E BROOKS DR,E,BROOK,BROOKS DR,7211.0,,E141529,1033667.0,433042.0,TUCSON,85730,POINT (-110.8381170881232 32.18592022333585),20150970586,201503,63500,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-04-07
136213290,7211 E BROOKS DR,255414.0,141966.0,141466.0,BROOKS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1859202233,-110.838117088,0.0,255414.0,1.0,PC DSD GIS,P,E BROOKS DR,E,BROOK,BROOKS DR,7211.0,,E141529,1033667.0,433042.0,TUCSON,85730,POINT (-110.8381170881232 32.18592022333585),20151750533,201505,129000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-24
136213500,3061 S EDWARD AV,254672.0,142713.0,142213.0,EDWARD,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1863975829,-110.836851685,0.0,254672.0,1.0,PC DSD GIS,P,S EDWARD AV,S,EDWAR,EDWARD AV,3061.0,,E141529,1034057.0,433219.0,TUCSON,85730,POINT (-110.836851685477 32.18639758299425),20151140183,201504,129000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-24
136213540,3021 S EDWARD AV,253393.0,144002.0,143490.0,EDWARD,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1872825859,-110.836861438,0.0,253393.0,1.0,PC DSD GIS,P,S EDWARD AV,S,EDWAR,EDWARD AV,3021.0,,E141529,1034050.0,433541.0,TUCSON,85730,POINT (-110.8368614384167 32.1872825859372),20150960621,201504,112000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-06
136213720,3112 S MARVIN AV,255397.0,141983.0,141482.0,MARVIN,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1859413129,-110.839936796,0.0,255397.0,1.0,PC DSD GIS,P,S MARVIN AV,S,MARVI,MARVIN AV,3112.0,,E141529,1033104.0,433044.0,TUCSON,85730,POINT (-110.8399367957923 32.18594131300124),20152820219,201509,85000,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-10-09
136214100,7209 E 38TH ST,249596.0,147852.0,147341.0,38TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1899854039,-110.838578247,0.0,249596.0,1.0,PC DSD GIS,P,E 38TH ST,E,38TH,38TH ST,7209.0,,E141529,1033509.0,434519.0,TUCSON,85730,POINT (-110.8385782465185 32.18998540399569),20151420357,201505,80000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-05-22
136214160,7155 E 38TH ST,249612.0,147835.0,147325.0,38TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1899838917,-110.83935828,0.0,249612.0,1.0,PC DSD GIS,P,E 38TH ST,E,38TH,38TH ST,7155.0,,E141529,1033268.0,434516.0,TUCSON,85730,POINT (-110.8393582804331 32.18998389181814),20150650165,201502,67500,Single Family,Rental,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-03-06
136214690,2651 S CALLE YUCATAN,248490.0,148974.0,148481.0,CALLE YUCATAN,,0.0,0.0,TUC,0.0,2000-02-19,32.1910375974,-110.836910639,0.0,248490.0,1.0,PC DSD GIS,P,S CALLE YUCATAN,S,CALLE,CALLE YUCATAN,2651.0,,E141529,1034021.0,434907.0,TUCSON,85730,POINT (-110.8369106389895 32.19103759745538),20152740801,201510,78000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2015-10-01
136214810,3600 S LOGAN AV,262650.0,134634.0,134036.0,LOGAN,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1799957535,-110.831197873,0.0,262650.0,1.0,PC DSD GIS,P,S LOGAN AV,S,LOGAN,LOGAN AV,3600.0,,E141529,1035829.0,430908.0,TUCSON,85730,POINT (-110.8311978728742 32.17999575359628),20151630690,201504,129900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-12
136214950,7662 E LOGAN PL,262291.0,134996.0,134419.0,LOGAN,PL,0.0,0.0,TUC,0.0,2000-02-19,32.1802625432,-110.828887232,0.0,262291.0,1.0,PC DSD GIS,P,E LOGAN PL,E,LOGAN,LOGAN PL,7662.0,,E141529,1036543.0,431012.0,TUCSON,85730,POINT (-110.8288872323288 32.18026254325766),20151190567,201504,118000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-29
136215020,7641 E LOGAN PL,261537.0,135760.0,135196.0,LOGAN,PL,0.0,0.0,TUC,0.0,2000-02-19,32.1808589559,-110.828999929,0.0,261537.0,1.0,PC DSD GIS,P,E LOGAN PL,E,LOGAN,LOGAN PL,7641.0,,E141529,1036506.0,431229.0,TUCSON,85730,POINT (-110.8289999292808 32.18085895594145),20151130436,201503,129000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-23
136215550,7697 E QUEEN PALM CI,264281.0,132987.0,132389.0,QUEEN PALM,CI,0.0,0.0,TUC,0.0,2000-02-19,32.1787083334,-110.82871038,0.0,264281.0,1.0,PC DSD GIS,P,E QUEEN PALM CI,E,QUEEN,QUEEN PALM CI,7697.0,,E141529,1036604.0,430447.0,TUCSON,85730,POINT (-110.8287103795984 32.17870833344049),20150690196,201503,54000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-03-10
136215550,7697 E QUEEN PALM CI,264281.0,132987.0,132389.0,QUEEN PALM,CI,0.0,0.0,TUC,0.0,2000-02-19,32.1787083334,-110.82871038,0.0,264281.0,1.0,PC DSD GIS,P,E QUEEN PALM CI,E,QUEEN,QUEEN PALM CI,7697.0,,E141529,1036604.0,430447.0,TUCSON,85730,POINT (-110.8287103795984 32.17870833344049),20152190352,201507,95500,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-08-07
136215590,7659 E QUEEN PALM CI,264011.0,133261.0,132663.0,QUEEN PALM,CI,0.0,0.0,TUC,0.0,2000-02-19,32.1789461153,-110.82923174,0.0,264011.0,1.0,PC DSD GIS,P,E QUEEN PALM CI,E,QUEEN,QUEEN PALM CI,7659.0,,E141529,1036441.0,430532.0,TUCSON,85730,POINT (-110.8292317402311 32.17894611532763),20153170597,201510,92000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-13
136216030,7741 E DAVID DR,253572.0,143825.0,143316.0,DAVID,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1870980074,-110.826929198,0.0,253572.0,1.0,PC DSD GIS,P,E DAVID DR,E,DAVID,DAVID DR,7741.0,,E141529,1037124.0,433505.0,TUCSON,85730,POINT (-110.8269291977686 32.18709800749664),20151460501,201504,134900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-26
136216250,7761 E MARY DR,252530.0,144879.0,144367.0,MARY,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1878485462,-110.826456621,0.0,252530.0,1.0,PC DSD GIS,P,E MARY DR,E,MARY,MARY DR,7761.0,,E141529,1037267.0,433780.0,TUCSON,85730,POINT (-110.8264566213624 32.18784854623793),20152730127,201509,95000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-09-30
136216250,7761 E MARY DR,252530.0,144879.0,144367.0,MARY,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1878485462,-110.826456621,0.0,252530.0,1.0,PC DSD GIS,P,E MARY DR,E,MARY,MARY DR,7761.0,,E141529,1037267.0,433780.0,TUCSON,85730,POINT (-110.8264566213624 32.18784854623793),20160360719,201512,165000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-02-05
136216580,7711 E 39TH ST,249827.0,147621.0,147109.0,39TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1897029432,-110.827727261,0.0,249827.0,1.0,PC DSD GIS,P,E 39TH ST,E,39TH,39TH ST,7711.0,,E141529,1036867.0,434450.0,TUCSON,85730,POINT (-110.8277272609736 32.18970294324379),20150570731,201501,177500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-26
136216670,7750 E 38TH ST,249746.0,147702.0,147190.0,38TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1897646428,-110.826743076,0.0,249746.0,1.0,PC DSD GIS,P,E 38TH ST,E,38TH,38TH ST,7750.0,,E141529,1037172.0,434476.0,TUCSON,85730,POINT (-110.8267430763344 32.189764642894),20151590430,201505,124500,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-06-08
136216670,7750 E 38TH ST,249746.0,147702.0,147190.0,38TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1897646428,-110.826743076,0.0,249746.0,1.0,PC DSD GIS,P,E 38TH ST,E,38TH,38TH ST,7750.0,,E141529,1037172.0,434476.0,TUCSON,85730,POINT (-110.8267430763344 32.189764642894),20153020409,201510,180000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-29
13621683A,3231 S CARSON AV,257314.0,140030.0,139451.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.184319453,-110.826212436,0.0,257314.0,1.0,PC DSD GIS,P,S CARSON AV,S,CARSO,CARSON AV,3231.0,,E141529,1037356.0,432497.0,TUCSON,85730,POINT (-110.8262124363212 32.18431945311363),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3230 S PANTANO RD,257318.0,140026.0,139536.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1843054523,-110.824805393,0.0,257318.0,1.0,PC DSD GIS,S,S PANTANO RD,S,PANTA,PANTANO RD,3230.0,,E141529,1037791.0,432496.0,TUCSON,85730,POINT (-110.8248053925751 32.18430545232375),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3251 S CARSON AV,257715.0,139619.0,139108.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1840322557,-110.825722886,0.0,257715.0,1.0,PC DSD GIS,S,S CARSON AV,S,CARSO,CARSON AV,3251.0,,E141529,1037508.0,432394.0,TUCSON,85730,POINT (-110.8257228862084 32.18403225578587),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3250 S PANTANO RD,257716.0,139618.0,139059.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.184022731,-110.824691107,0.0,257716.0,1.0,PC DSD GIS,S,S PANTANO RD,S,PANTA,PANTANO RD,3250.0,,E141529,1037828.0,432393.0,TUCSON,85730,POINT (-110.8246911070964 32.18402273111241),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3241 S CARSON AV,258044.0,139282.0,138802.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1837876045,-110.825946834,0.0,258044.0,1.0,PC DSD GIS,S,S CARSON AV,S,CARSO,CARSON AV,3241.0,,E141529,1037440.0,432304.0,TUCSON,85730,POINT (-110.8259468340001 32.1837876045422),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3261 S CARSON AV,258120.0,139205.0,138614.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1837291732,-110.825490891,0.0,258120.0,1.0,PC DSD GIS,S,S CARSON AV,S,CARSO,CARSON AV,3261.0,,E141529,1037581.0,432284.0,TUCSON,85730,POINT (-110.8254908905422 32.18372917324836),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3290 S PANTANO RD,258189.0,139136.0,138634.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1836806994,-110.824673867,0.0,258189.0,1.0,PC DSD GIS,S,S PANTANO RD,S,PANTA,PANTANO RD,3290.0,,E141529,1037834.0,432269.0,TUCSON,85730,POINT (-110.8246738674034 32.18368069951121),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3302 S PANTANO RD,258547.0,138772.0,138267.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.183387278,-110.824415769,0.0,258547.0,1.0,PC DSD GIS,S,S PANTANO RD,S,PANTA,PANTANO RD,3302.0,,E141529,1037915.0,432163.0,TUCSON,85730,POINT (-110.8244157688922 32.1833872780461),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3310 S PANTANO RD,258833.0,138485.0,137980.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1831671989,-110.824862412,0.0,258833.0,1.0,PC DSD GIS,S,S PANTANO RD,S,PANTA,PANTANO RD,3310.0,,E141529,1037778.0,432082.0,TUCSON,85730,POINT (-110.8248624120677 32.18316719898417),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3311 S CARSON AV,258877.0,138440.0,137968.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.183141819,-110.825644085,0.0,258877.0,1.0,PC DSD GIS,S,S CARSON AV,S,CARSO,CARSON AV,3311.0,,E141529,1037536.0,432070.0,TUCSON,85730,POINT (-110.8256440847049 32.18314181912043),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3320 S PANTANO RD,259053.0,138264.0,137863.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1829759481,-110.824401018,0.0,259053.0,1.0,PC DSD GIS,S,S PANTANO RD,S,PANTA,PANTANO RD,3320.0,,E141529,1037921.0,432013.0,TUCSON,85730,POINT (-110.8244010183687 32.18297594821386),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3351 S CARSON AV,259231.0,138085.0,137525.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.182817118,-110.825600127,0.0,259231.0,1.0,PC DSD GIS,S,S CARSON AV,S,CARSO,CARSON AV,3351.0,,E141529,1037551.0,431952.0,TUCSON,85730,POINT (-110.8256001266849 32.18281711808169),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3361 S CARSON AV,259561.0,137748.0,137267.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1825040192,-110.825724952,0.0,259561.0,1.0,PC DSD GIS,S,S CARSON AV,S,CARSO,CARSON AV,3361.0,,E141529,1037513.0,431838.0,TUCSON,85730,POINT (-110.8257249521425 32.18250401929934),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3402 S PANTANO RD,259797.0,137511.0,137008.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1822799204,-110.824837785,0.0,259797.0,1.0,PC DSD GIS,S,S PANTANO RD,S,PANTA,PANTANO RD,3402.0,,E141529,1037789.0,431759.0,TUCSON,85730,POINT (-110.8248377853122 32.18227992047954),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3371 S CARSON AV,260040.0,137267.0,136827.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1820808775,-110.825555691,0.0,260040.0,1.0,PC DSD GIS,S,S CARSON AV,S,CARSO,CARSON AV,3371.0,,E141529,1037567.0,431684.0,TUCSON,85730,POINT (-110.8255556909264 32.18208087755634),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3410 S PANTANO RD,260070.0,137236.0,136724.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.1820253401,-110.824503002,0.0,260070.0,1.0,PC DSD GIS,S,S PANTANO RD,S,PANTA,PANTANO RD,3410.0,,E141529,1037893.0,431667.0,TUCSON,85730,POINT (-110.8245030016367 32.18202534019024),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
13621683A,3401 S CARSON AV,260342.0,136963.0,136487.0,CARSON,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1818251582,-110.825606369,0.0,260342.0,1.0,PC DSD GIS,S,S CARSON AV,S,CARSO,CARSON AV,3401.0,,E141529,1037553.0,431591.0,TUCSON,85730,POINT (-110.8256063688723 32.18182515823306),20152540106,201509,5330000,Apartment Building,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-11
