,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate,SchDistr,X_PRJ,Y_PRJ
137060460,409 W DAKOTA ST,286282.0,110542.0,109939.0,DAKOTA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1548364516,-110.974954295,0.0,286282.0,1.0,PC DSD GIS,P,W DAKOTA ST,W,DAKOT,DAKOTA ST,409.0,,E151301,991431.0,421336.0,TUCSON,85706,POINT (791637.8828175751 421295.2558163038),20152750155,201508,24500,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-10-02,Sunnyside Unified District,791637.8828175751,421295.25581630383
137060600,526 W ALASKA ST,286635.0,110185.0,109582.0,ALASKA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1545150952,-110.976813718,0.0,286635.0,1.0,PC DSD GIS,S,W ALASKA ST,W,ALASK,ALASKA ST,526.0,,E151301,990857.0,421214.0,TUCSON,85706,POINT (791063.4550270172 421173.3181181109),20153430479,201509,87000,2-4 Plex,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-12-09,Sunnyside Unified District,791063.4550270172,421173.3181181109
137060600,524 W ALASKA ST,286794.0,110025.0,109422.0,ALASKA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1543516369,-110.976826503,0.0,286794.0,1.0,PC DSD GIS,P,W ALASKA ST,W,ALASK,ALASKA ST,524.0,,E151301,990853.0,421155.0,TUCSON,85706,POINT (791060.0176291248 421113.8189286242),20153430479,201509,87000,2-4 Plex,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-12-09,Sunnyside Unified District,791060.0176291248,421113.81892862415
137060670,426 W ALASKA ST,286686.0,110134.0,109531.0,ALASKA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1544548516,-110.975377062,0.0,286686.0,1.0,PC DSD GIS,P,W ALASKA ST,W,ALASK,ALASKA ST,426.0,,E151301,991301.0,421196.0,TUCSON,85706,POINT (791508.2603746949 421155.2884547498),20151630519,201504,100000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-12,Sunnyside Unified District,791508.260374695,421155.2884547498
137060850,417 W ALASKA ST,287337.0,109476.0,108873.0,ALASKA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1538377725,-110.975184082,0.0,287337.0,1.0,PC DSD GIS,P,W ALASKA ST,W,ALASK,ALASKA ST,417.0,,E151301,991363.0,420972.0,TUCSON,85706,POINT (791569.9478631247 420931.3232624148),20152150310,201507,72000,Single Family,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-03,Sunnyside Unified District,791569.9478631247,420931.3232624148
137070130,466 W UTAH ST,283438.0,113440.0,112827.0,UTAH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1580745259,-110.976201,0.0,283438.0,1.0,PC DSD GIS,P,W UTAH ST,W,UTAH,UTAH ST,466.0,,E151301,991035.0,422511.0,TUCSON,85706,POINT (791241.7599104607 422469.863175762),20153010410,201510,55000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-10-28,Sunnyside Unified District,791241.7599104607,422469.863175762
137070260,530 W UTAH ST,283500.0,113376.0,112735.0,UTAH,ST,0.0,0.0,TUC,0.0,2004-03-18,32.1580268939,-110.977005942,0.0,283500.0,1.0,PC DSD GIS,P,W UTAH ST,W,UTAH,UTAH ST,530.0,,E151301,990786.0,422491.0,TUCSON,85706,POINT (790992.8088911031 422450.358607567),20152610582,201509,205000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-09-18,Sunnyside Unified District,790992.8088911031,422450.358607567
137070260,532 W UTAH ST,283503.0,113373.0,112728.0,UTAH,ST,0.0,0.0,TUC,0.0,2004-03-18,32.1580265224,-110.977051986,0.0,283503.0,1.0,PC DSD GIS,S,W UTAH ST,W,UTAH,UTAH ST,532.0,,E151301,990772.0,422491.0,TUCSON,85706,POINT (790978.5610873753 422450.0990451664),20152610582,201509,205000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-09-18,Sunnyside Unified District,790978.5610873753,422450.0990451664
137070260,540 W UTAH ST,283505.0,113371.0,112653.0,UTAH,ST,0.0,0.0,TUC,0.0,2002-04-03,32.1580276237,-110.977320435,0.0,283505.0,1.0,PC DSD GIS,P,W UTAH ST,W,UTAH,UTAH ST,540.0,,E151301,990689.0,422491.0,TUCSON,85706,POINT (790895.4817025886 422449.7742740167),20152610582,201509,205000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-09-18,Sunnyside Unified District,790895.4817025886,422449.7742740167
137070260,538 W UTAH ST,283506.0,113370.0,112659.0,UTAH,ST,0.0,0.0,TUC,0.0,2004-03-18,32.1580268357,-110.977253649,0.0,283506.0,1.0,PC DSD GIS,S,W UTAH ST,W,UTAH,UTAH ST,538.0,,E151301,990709.0,422490.0,TUCSON,85706,POINT (790916.1523056205 422449.6680510552),20152610582,201509,205000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-09-18,Sunnyside Unified District,790916.1523056205,422449.6680510552
137070260,534 W UTAH ST,283507.0,113369.0,112736.0,UTAH,ST,0.0,0.0,TUC,0.0,2004-03-18,32.1580252235,-110.977111701,0.0,283507.0,1.0,PC DSD GIS,S,W UTAH ST,W,UTAH,UTAH ST,534.0,,E151301,990753.0,422490.0,TUCSON,85706,POINT (790960.0853339169 422449.4651288234),20152610582,201509,205000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-09-18,Sunnyside Unified District,790960.0853339169,422449.4651288234
137070260,536 W UTAH ST,283510.0,113366.0,112651.0,UTAH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1580242159,-110.977188795,0.0,283510.0,1.0,PC DSD GIS,S,W UTAH ST,W,UTAH,UTAH ST,536.0,,E151301,990729.0,422490.0,TUCSON,85706,POINT (790936.2307288698 422448.8902473182),20152610582,201509,205000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-09-18,Sunnyside Unified District,790936.2307288698,422448.8902473182
137070270,5151 S 12TH AV,283398.0,113483.0,112869.0,12TH,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1581211839,-110.977151135,0.0,283398.0,1.0,PC DSD GIS,P,S 12TH AV,S,12TH,12TH AV,5151.0,,E151301,990741.0,422525.0,TUCSON,85706,POINT (790947.5772072835 422484.2680800972),20152610582,201509,205000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-09-18,Sunnyside Unified District,790947.5772072835,422484.26808009716
137071160,5207 S BURKE CI,283775.0,113100.0,112488.0,BURKE,CI,0.0,0.0,TUC,0.0,2000-02-19,32.1576863779,-110.972813732,0.0,283775.0,1.0,PC DSD GIS,P,S BURKE CI,S,BURKE,BURKE CI,5207.0,,E151301,992084.0,422379.0,TUCSON,85706,POINT (792291.2436797593 422337.8376214466),20150430606,201501,132000,2-4 Plex,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-12,Sunnyside Unified District,792291.2436797593,422337.83762144664
137071160,5209 S BURKE CI,283875.0,113000.0,112389.0,BURKE,CI,0.0,0.0,TUC,0.0,2000-02-19,32.1575693917,-110.972803426,0.0,283875.0,1.0,PC DSD GIS,S,S BURKE CI,S,BURKE,BURKE CI,5209.0,,E151301,992088.0,422336.0,TUCSON,85706,POINT (792294.8064411263 422295.3070518255),20150430606,201501,132000,2-4 Plex,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-12,Sunnyside Unified District,792294.8064411263,422295.3070518255
137071200,5235 S BURKE CI,284238.0,112628.0,112017.0,BURKE,CI,0.0,0.0,TUC,0.0,2000-02-19,32.1571775305,-110.972344786,0.0,284238.0,1.0,PC DSD GIS,P,S BURKE CI,S,BURKE,BURKE CI,5235.0,,E151301,992231.0,422195.0,TUCSON,85706,POINT (792437.9920115867 422153.9968489681),20150830083,201501,137000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-24,Sunnyside Unified District,792437.9920115867,422153.99684896815
137071370,157 W BORREGO ST,284210.0,112657.0,112046.0,BORREGO,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1571893138,-110.970564427,0.0,284210.0,1.0,PC DSD GIS,P,W BORREGO ST,W,BORRE,BORREGO ST,157.0,,E151301,992782.0,422204.0,TUCSON,85706,POINT (792988.9208804804 422163.123707631),20150860269,201503,45500,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-03-27,Sunnyside Unified District,792988.9208804804,422163.12370763096
137080980,409 W VIRGINIA ST,290825.0,105953.0,105351.0,VIRGINIA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1506656538,-110.97498668,0.0,290825.0,1.0,PC DSD GIS,P,W VIRGINIA ST,W,VIRGI,VIRGINIA ST,409.0,,E151301,991434.0,419819.0,TUCSON,85706,POINT (791641.138206736 419777.8706083182),20150300526,201501,100000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-01-30,Sunnyside Unified District,791641.138206736,419777.87060831825
137081320,416 W WEDWICK ST,291926.0,104834.0,104262.0,WEDWICK,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1496972563,-110.975211095,0.0,291926.0,1.0,PC DSD GIS,P,W WEDWICK ST,W,WEDWI,WEDWICK ST,416.0,,E151301,991368.0,419466.0,TUCSON,85706,POINT (791574.765518093 419424.9690830642),20151770479,201503,125000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-26,Sunnyside Unified District,791574.765518093,419424.96908306424
137081470,5567 S LIBERTY AV,290703.0,106075.0,105472.0,LIBERTY,AV,0.0,0.0,TUC,0.0,2000-02-19,32.1507457207,-110.972981388,0.0,290703.0,1.0,PC DSD GIS,P,S LIBERTY AV,S,LIBER,LIBERTY AV,5567.0,,E151301,992055.0,419853.0,TUCSON,85706,POINT (792261.5032897303 419812.4346374706),20153500577,201512,9500,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-12-16,Sunnyside Unified District,792261.5032897303,419812.4346374706
137081490,273 W VIRGINIA ST,290857.0,105921.0,105319.0,VIRGINIA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1506215544,-110.972584237,0.0,290857.0,1.0,PC DSD GIS,P,W VIRGINIA ST,W,VIRGI,VIRGINIA ST,273.0,,E151301,992178.0,419809.0,TUCSON,85706,POINT (792384.8141669582 419768.3421723401),20153270251,201511,30000,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-11-23,Sunnyside Unified District,792384.8141669582,419768.34217234014
137081670,242 W MELRIDGE ST,291180.0,105594.0,105003.0,MELRIDGE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1503612145,-110.971977263,0.0,291180.0,1.0,PC DSD GIS,P,W MELRIDGE ST,W,MELRI,MELRIDGE ST,242.0,,E151301,992367.0,419716.0,TUCSON,85706,POINT (792573.4988628591 419675.2814492189),20152110186,201506,92000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-30,Sunnyside Unified District,792573.4988628591,419675.2814492189
137081720,272 W MELRIDGE ST,291246.0,105529.0,104938.0,MELRIDGE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1503155839,-110.972573457,0.0,291246.0,1.0,PC DSD GIS,P,W MELRIDGE ST,W,MELRI,MELRIDGE ST,272.0,,E151301,992182.0,419698.0,TUCSON,85706,POINT (792389.1268379353 419657.0622244562),20153200123,201511,61000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-11-16,Sunnyside Unified District,792389.1268379353,419657.06222445617
137081800,142 W VIRGINIA ST,291140.0,105635.0,105040.0,VIRGINIA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1503676109,-110.969844707,0.0,291140.0,1.0,PC DSD GIS,P,W VIRGINIA ST,W,VIRGI,VIRGINIA ST,142.0,,E151301,993027.0,419724.0,TUCSON,85706,POINT (793233.4884199457 419683.4086414452),20152680612,201508,99000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-25,Sunnyside Unified District,793233.4884199457,419683.40864144516
137081830,124 W VIRGINIA ST,291119.0,105657.0,105059.0,VIRGINIA,ST,0.0,0.0,TUC,0.0,2000-02-19,32.1503868275,-110.969359245,0.0,291119.0,1.0,PC DSD GIS,P,W VIRGINIA ST,W,VIRGI,VIRGINIA ST,124.0,,E151301,993177.0,419732.0,TUCSON,85706,POINT (793383.6736839011 419691.721715529),20151730688,201505,84000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-22,Sunnyside Unified District,793383.6736839011,419691.721715529
137082310,5661 S CEDAR GROVE DR,292061.0,104696.0,104124.0,CEDAR GROVE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1495357577,-110.971166108,0.0,292061.0,1.0,PC DSD GIS,P,S CEDAR GROVE DR,S,CEDAR,CEDAR GROVE DR,5661.0,,E151301,992620.0,419418.0,TUCSON,85706,POINT (792827.1836105573 419377.1926041517),20153290164,201510,45000,Single Family,NonPrimary,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-11-25,Sunnyside Unified District,792827.1836105573,419377.19260415167
137084570,121 W COMPASS PARK LN,286790.0,110029.0,109426.0,COMPASS PARK,LN,0.0,0.0,TUC,0.0,2001-08-30,32.1542984201,-110.969172169,0.0,286790.0,1.0,PC DSD GIS,P,W COMPASS PARK LN,W,COMPA,COMPASS PARK LN,121.0,,E151301,993222.0,421156.0,TUCSON,85706,POINT (793429.0427351714 421115.233501426),20153650414,201511,10000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-12-31,Sunnyside Unified District,793429.0427351714,421115.233501426
137084580,127 W COMPASS PARK LN,286872.0,109946.0,109342.0,COMPASS PARK,LN,0.0,0.0,TUC,0.0,2001-08-30,32.154208052,-110.969332644,0.0,286872.0,1.0,PC DSD GIS,P,W COMPASS PARK LN,W,COMPA,COMPASS PARK LN,127.0,,E151301,993173.0,421123.0,TUCSON,85706,POINT (793379.6686401578 421081.9211191375),20160360670,201511,10000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2016-02-05,Sunnyside Unified District,793379.6686401578,421081.9211191375
137084600,139 W COMPASS PARK LN,286857.0,109961.0,109358.0,COMPASS PARK,LN,0.0,0.0,TUC,0.0,2001-08-30,32.1542198173,-110.969687952,0.0,286857.0,1.0,PC DSD GIS,P,W COMPASS PARK LN,W,COMPA,COMPASS PARK LN,139.0,,E151301,993063.0,421126.0,TUCSON,85706,POINT (793269.6703712973 421085.2333469472),20153650461,201511,10000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-12-31,Sunnyside Unified District,793269.6703712973,421085.23334694724
137084630,5378 S FAIRLAND PARK LN,286486.0,110335.0,109732.0,FAIRLAND PARK,LN,0.0,0.0,TUC,0.0,2001-08-30,32.154593511,-110.969921581,0.0,286486.0,1.0,PC DSD GIS,P,S FAIRLAND PARK LN,S,FAIRL,FAIRLAND PARK LN,5378.0,,E151301,992989.0,421261.0,TUCSON,85706,POINT (793196.171040206 421220.5435635548),20153490324,201501,81500,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-12-15,Sunnyside Unified District,793196.171040206,421220.54356355476
137084680,5338 S FAIRLAND PARK LN,285787.0,111044.0,110439.0,FAIRLAND PARK,LN,0.0,0.0,TUC,0.0,2001-08-30,32.155268237,-110.969930761,0.0,285787.0,1.0,PC DSD GIS,P,S FAIRLAND PARK LN,S,FAIRL,FAIRLAND PARK LN,5338.0,,E151301,992984.0,421507.0,TUCSON,85706,POINT (793191.1702198683 421465.9778394467),20151750204,201505,115000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-24,Sunnyside Unified District,793191.1702198683,421465.9778394467
137084780,5379 S FAIRLAND PARK LN,286534.0,110287.0,109683.0,FAIRLAND PARK,LN,0.0,0.0,TUC,0.0,2001-08-30,32.1545447921,-110.969517984,0.0,286534.0,1.0,PC DSD GIS,P,S FAIRLAND PARK LN,S,FAIRL,FAIRLAND PARK LN,5379.0,,E151301,993114.0,421245.0,TUCSON,85706,POINT (793321.2314542992 421203.9192368208),20152570574,201509,119000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-14,Sunnyside Unified District,793321.2314542992,421203.91923682083
137100310,764 W DAKOTA DR,285967.0,110858.0,110253.0,DAKOTA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1551648989,-110.980135002,0.0,285967.0,1.0,PC DSD GIS,P,W DAKOTA DR,W,DAKOT,DAKOTA DR,764.0,,E151302,989827.0,421442.0,TUCSON,85706,POINT (790033.5328972788 421400.7486303969),20150260221,201501,95000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-01-26,Sunnyside Unified District,790033.5328972788,421400.7486303969
137101830,5400 S CANADA DR,287302.0,109511.0,108907.0,CANADA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1539287438,-110.983499382,0.0,287302.0,1.0,PC DSD GIS,P,S CANADA DR,S,CANAD,CANADA DR,5400.0,,E151302,988789.0,420983.0,TUCSON,85706,POINT (788996.238607097 420942.0013085001),20150300474,201501,75000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-01-30,Sunnyside Unified District,788996.238607097,420942.00130850007
137101960,5502 S CANADA DR,289078.0,107715.0,107112.0,CANADA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1522316861,-110.981088693,0.0,289078.0,1.0,PC DSD GIS,P,S CANADA DR,S,CANAD,CANADA DR,5502.0,,E151302,989541.0,420372.0,TUCSON,85706,POINT (789747.6661670936 420331.1062959128),20153520435,201511,118500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-18,Sunnyside Unified District,789747.6661670936,420331.1062959128
137114770,1580 W DEACON DR,283798.0,113077.0,112465.0,DEACON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1578515837,-110.998950546,0.0,283798.0,1.0,PC DSD GIS,P,W DEACON DR,W,DEACO,DEACON DR,1580.0,,E151303,983995.0,422369.0,TUCSON,85746,POINT (784202.2474829257 422327.9646607889),20153650533,201512,115000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-12-31,Tucson Unified District,784202.2474829257,422327.96466078894
137114910,1505 W LOCKE DR,283414.0,113466.0,112853.0,LOCKE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1582468849,-110.997079681,0.0,283414.0,1.0,PC DSD GIS,P,W LOCKE DR,W,LOCKE,LOCKE DR,1505.0,,E151303,984573.0,422518.0,TUCSON,85746,POINT (784779.9878008132 422476.7146578542),20151730047,201505,150000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-22,Tucson Unified District,784779.9878008132,422476.7146578542
137115080,5251 S BLOOMFIELD DR,284966.0,111885.0,111276.0,BLOOMFIELD,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1564640238,-110.998687775,0.0,284966.0,1.0,PC DSD GIS,P,S BLOOMFIELD DR,S,BLOOM,BLOOMFIELD DR,5251.0,,E151303,984081.0,421865.0,TUCSON,85746,POINT (784287.8727402147 421823.8782587605),20152960548,201510,140000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-23,Tucson Unified District,784287.8727402147,421823.8782587605
137115890,1457 W RUHE PL,283911.0,112963.0,112352.0,RUHE,PL,0.0,0.0,TUC,0.0,2000-02-19,32.1577016842,-110.995781321,0.0,283911.0,1.0,PC DSD GIS,P,W RUHE PL,W,RUHE,RUHE PL,1457.0,,E151303,984977.0,422323.0,TUCSON,85746,POINT (785183.4820083722 422281.8126995422),20150970304,201503,125500,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-07,Tucson Unified District,785183.4820083722,422281.8126995422
137117620,5676 S ABBOTTSFORD DR,293055.0,103675.0,103090.0,ABBOTTSFORD,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1488735117,-110.99836321,0.0,293055.0,1.0,PC DSD GIS,P,S ABBOTTSFORD DR,S,ABBOT,ABBOTTSFORD DR,5676.0,,E151303,984205.0,419104.0,TUCSON,85746,POINT (784411.8796551105 419063.3865357899),20150760179,201501,69000,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-03-17,Tucson Unified District,784411.8796551105,419063.3865357899
137117620,5676 S ABBOTTSFORD DR,293055.0,103675.0,103090.0,ABBOTTSFORD,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1488735117,-110.99836321,0.0,293055.0,1.0,PC DSD GIS,P,S ABBOTTSFORD DR,S,ABBOT,ABBOTTSFORD DR,5676.0,,E151303,984205.0,419104.0,TUCSON,85746,POINT (784411.8796551105 419063.3865357899),20151590299,201504,105000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-08,Tucson Unified District,784411.8796551105,419063.3865357899
137117880,5645 S BALLANTRY DR,292463.0,104288.0,103714.0,BALLANTRY,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1493680769,-110.995850373,0.0,292463.0,1.0,PC DSD GIS,P,S BALLANTRY DR,S,BALLA,BALLANTRY DR,5645.0,,E151303,984981.0,419291.0,TUCSON,85746,POINT (785188.0544803939 419249.9492700278),20152330541,201508,154000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-21,Tucson Unified District,785188.0544803939,419249.9492700278
137118410,5257 S NEWCASTLE CT,284927.0,111926.0,111318.0,NEWCASTLE,CT,0.0,0.0,TUC,0.0,2000-02-19,32.1565033037,-110.995664727,0.0,284927.0,1.0,PC DSD GIS,P,S NEWCASTLE CT,S,NEWCA,NEWCASTLE CT,5257.0,,E151303,985016.0,421887.0,TUCSON,85746,POINT (785223.2954599804 421846.1628106514),20151810996,201506,140000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-30,Tucson Unified District,785223.2954599804,421846.16281065135
137273460,5900 S BIRCHWOOD DR,297293.0,99367.0,98751.0,BIRCHWOOD,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1447679571,-111.007483085,0.0,297293.0,1.0,PC DSD GIS,P,S BIRCHWOOD DR,S,BIRCH,BIRCHWOOD DR,5900.0,,E151310,981395.0,417587.0,TUCSON,85746,POINT (781601.9278179825 417545.8612850183),20150570282,201502,148000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-26,Tucson Unified District,781601.9278179825,417545.8612850183
137273500,5911 S BIRCHWOOD DR,297444.0,99212.0,98597.0,BIRCHWOOD,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1446012761,-111.006988197,0.0,297444.0,1.0,PC DSD GIS,P,S BIRCHWOOD DR,S,BIRCH,BIRCHWOOD DR,5911.0,,E151310,981549.0,417527.0,TUCSON,85746,POINT (781755.6133133399 417486.5192569832),20150640507,201503,100000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-05,Tucson Unified District,781755.6133133399,417486.5192569832
137273630,1951 W PINEY VIEW PL,296425.0,100243.0,99631.0,PINEY VIEW,PL,0.0,0.0,TUC,0.0,2000-02-19,32.1455572684,-111.008017638,0.0,296425.0,1.0,PC DSD GIS,P,W PINEY VIEW PL,W,PINEY,PINEY VIEW PL,1951.0,,E151310,981227.0,417872.0,TUCSON,85746,POINT (781434.0545024385 417831.6061557446),20151280278,201503,65000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-05-08,Tucson Unified District,781434.0545024385,417831.60615574464
137273840,1941 W GREENLEAF DR,295023.0,101665.0,101070.0,GREENLEAF,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1470095843,-111.007742535,0.0,295023.0,1.0,PC DSD GIS,P,W GREENLEAF DR,W,GREEN,GREENLEAF DR,1941.0,,E151310,981308.0,418401.0,TUCSON,85746,POINT (781514.7392877854 418360.6614382636),20160120445,201512,130000,Single Family,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-01-12,Tucson Unified District,781514.7392877854,418360.6614382636
137274170,5763 S OLVERA PL,293969.0,102738.0,102153.0,OLVERA,PL,0.0,0.0,TUC,0.0,2000-02-19,32.1478978279,-110.996667848,0.0,293969.0,1.0,PC DSD GIS,P,S OLVERA PL,S,OLVER,OLVERA PL,5763.0,,E151310,984733.0,418754.0,TUCSON,85746,POINT (784939.6224753924 418712.9244860916),20152440615,201508,115000,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-01,Tucson Unified District,784939.6224753924,418712.9244860916
137274740,1501 W OLVERA DR,295274.0,101410.0,100812.0,OLVERA,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1467156369,-110.997147801,0.0,295274.0,1.0,PC DSD GIS,P,W OLVERA DR,W,OLVER,OLVERA DR,1501.0,,E151310,984588.0,418322.0,TUCSON,85746,POINT (784794.7511513422 418281.5865713248),20151740400,201505,111000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-23,Tucson Unified District,784794.7511513422,418281.58657132485
137274910,5795 S MAHAN DR,295347.0,101337.0,100739.0,MAHAN,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1466179122,-110.996182938,0.0,295347.0,1.0,PC DSD GIS,P,S MAHAN DR,S,MAHAN,MAHAN DR,5795.0,,E151310,984887.0,418289.0,TUCSON,85746,POINT (785093.6842238554 418248.5880665795),20151201001,201503,146000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-30,Tucson Unified District,785093.6842238554,418248.58806657954
137274940,5813 S MAHAN DR,295733.0,100949.0,100349.0,MAHAN,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1461875323,-110.996676341,0.0,295733.0,1.0,PC DSD GIS,P,S MAHAN DR,S,MAHAN,MAHAN DR,5813.0,,E151310,984735.0,418131.0,TUCSON,85746,POINT (784942.3121148383 418090.7147740242),20152330069,201502,114000,Single Family,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-08-21,Tucson Unified District,784942.3121148383,418090.7147740242
137274990,5843 S MAHAN DR,296447.0,100220.0,99608.0,MAHAN,DR,0.0,0.0,TUC,0.0,2000-02-19,32.1454661352,-110.997455565,0.0,296447.0,1.0,PC DSD GIS,P,S MAHAN DR,S,MAHAN,MAHAN DR,5843.0,,E151310,984496.0,417867.0,TUCSON,85746,POINT (784703.3790585378 417826.2176898534),20151030623,201504,105000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-13,Tucson Unified District,784703.3790585378,417826.2176898534
